action,county,page,candidate,columnIndex,currentValue,correctedValue,exclude,reason,reviewer,rowText,sourceWarnings,correctionKey
add,Issaquena,2,harris,5,,41,,Visual review of Issaquena page 2 shows the Harris precinct value; added missing OCR cell from the source image.,codex,,,
add,Issaquena,2,wicker,1,,60,,Visual review of Issaquena page 2 shows the Wicker precinct value; added missing OCR cell from the source image.,codex,,,
add,Issaquena,2,wicker,2,,84,,Visual review of Issaquena page 2 shows the Wicker precinct value; added missing OCR cell from the source image.,codex,,,
add,Issaquena,2,wicker,3,,10,,Visual review of Issaquena page 2 shows the Wicker precinct value; added missing OCR cell from the source image.,codex,,,
add,Issaquena,2,wicker,4,,86,,Visual review of Issaquena page 2 shows the Wicker precinct value; added missing OCR cell from the source image.,codex,,,
add,Issaquena,2,wicker,5,,64,,Visual review of Issaquena page 2 shows the Wicker precinct value; added missing OCR cell from the source image.,codex,,,
add,Issaquena,2,trump,2,,61,,Visual review of Issaquena page 2 shows the Trump precinct value; added missing OCR cell from the source image.,codex,,,
add,Issaquena,2,trump,3,,12,,Visual review of Issaquena page 2 shows the Trump precinct value; added missing OCR cell from the source image.,codex,,,
add,Issaquena,2,trump,4,,58,,Visual review of Issaquena page 2 shows the Trump precinct value; added missing OCR cell from the source image.,codex,,,
add,Issaquena,2,trump,5,,82,,Visual review of Issaquena page 2 shows the Trump precinct value; added missing OCR cell from the source image.,codex,,,
add,Issaquena,2,pinkins,2,,44,,Visual review of Issaquena page 2 shows the Pinkins precinct value; added missing OCR cell from the source image.,codex,,,
add,Issaquena,2,pinkins,3,,111,,Visual review of Issaquena page 2 shows the Pinkins precinct value; added missing OCR cell from the source image.,codex,,,
add,Issaquena,2,pinkins,4,,49,,Visual review of Issaquena page 2 shows the Pinkins precinct value; added missing OCR cell from the source image.,codex,,,
add,Issaquena,2,pinkins,5,,13,,Visual review of Issaquena page 2 shows the Pinkins precinct value; added missing OCR cell from the source image.,codex,,,
add,Claiborne,2,harris,1,,447,,Visual review of Claiborne page 2 shows the Harris precinct value; added missing OCR cell from the source image.,codex,,,
add,Claiborne,2,harris,2,,187,,Visual review of Claiborne page 2 shows the Harris precinct value; added missing OCR cell from the source image.,codex,,,
add,Claiborne,2,harris,3,,330,,Visual review of Claiborne page 2 shows the Harris precinct value; added missing OCR cell from the source image.,codex,,,
add,Claiborne,2,harris,4,,179,,Visual review of Claiborne page 2 shows the Harris precinct value; added missing OCR cell from the source image.,codex,,,
add,Claiborne,2,harris,5,,390,,Visual review of Claiborne page 2 shows the Harris precinct value; added missing OCR cell from the source image.,codex,,,
add,Claiborne,2,harris,6,,16,,Visual review of Claiborne page 2 shows the Harris precinct value; added missing OCR cell from the source image.,codex,,,
add,Claiborne,2,harris,7,,135,,Visual review of Claiborne page 2 shows the Harris precinct value; added missing OCR cell from the source image.,codex,,,
add,Claiborne,2,harris,8,,274,,Visual review of Claiborne page 2 shows the Harris precinct value; added missing OCR cell from the source image.,codex,,,
add,Claiborne,2,harris,9,,290,,Visual review of Claiborne page 2 shows the Harris precinct value; added missing OCR cell from the source image.,codex,,,
add,Claiborne,2,harris,10,,21,,Visual review of Claiborne page 2 shows the Harris precinct value; added missing OCR cell from the source image.,codex,,,
add,Claiborne,2,harris,11,,344,,Visual review of Claiborne page 2 shows the Harris precinct value; added missing OCR cell from the source image.,codex,,,
add,Claiborne,3,harris,1,,337,,Visual review of Claiborne page 3 shows the Harris precinct value; added missing OCR cell from the source image.,codex,,,
update,Claiborne,2,trump,1,0,64,,Visual review of Claiborne page 2 shows the Trump cell should be 64; OCR captured 0.,codex,,,
add,Claiborne,2,trump,2,,5,,Visual review of Claiborne page 2 shows the Trump precinct value; added missing OCR cell from the source image.,codex,,,
add,Claiborne,2,trump,3,,50,,Visual review of Claiborne page 2 shows the Trump precinct value; added missing OCR cell from the source image.,codex,,,
add,Claiborne,2,trump,4,,50,,Visual review of Claiborne page 2 shows the Trump precinct value; added missing OCR cell from the source image.,codex,,,
add,Claiborne,2,trump,5,,73,,Visual review of Claiborne page 2 shows the Trump precinct value; added missing OCR cell from the source image.,codex,,,
add,Claiborne,2,trump,6,,20,,Visual review of Claiborne page 2 shows the Trump precinct value; added missing OCR cell from the source image.,codex,,,
add,Claiborne,2,trump,7,,90,,Visual review of Claiborne page 2 shows the Trump precinct value; added missing OCR cell from the source image.,codex,,,
add,Claiborne,2,trump,8,,21,,Visual review of Claiborne page 2 shows the Trump precinct value; added missing OCR cell from the source image.,codex,,,
add,Claiborne,2,trump,9,,37,,Visual review of Claiborne page 2 shows the Trump precinct value; added missing OCR cell from the source image.,codex,,,
add,Claiborne,2,trump,10,,59,,Visual review of Claiborne page 2 shows the Trump precinct value; added missing OCR cell from the source image.,codex,,,
add,Claiborne,2,trump,11,,52,,Visual review of Claiborne page 2 shows the Trump precinct value; added missing OCR cell from the source image.,codex,,,
update,Claiborne,3,trump,1,559,37,,Visual review of Claiborne page 3 shows the Trump cell should be 37; OCR captured 559.,codex,,,
add,Claiborne,2,pinkins,1,,430,,Visual review of Claiborne page 2 shows the Pinkins precinct value; added missing OCR cell from the source image.,codex,,,
add,Claiborne,2,pinkins,2,,184,,Visual review of Claiborne page 2 shows the Pinkins precinct value; added missing OCR cell from the source image.,codex,,,
add,Claiborne,2,pinkins,3,,323,,Visual review of Claiborne page 2 shows the Pinkins precinct value; added missing OCR cell from the source image.,codex,,,
add,Claiborne,2,pinkins,4,,166,,Visual review of Claiborne page 2 shows the Pinkins precinct value; added missing OCR cell from the source image.,codex,,,
add,Claiborne,2,pinkins,5,,371,,Visual review of Claiborne page 2 shows the Pinkins precinct value; added missing OCR cell from the source image.,codex,,,
add,Claiborne,2,pinkins,6,,14,,Visual review of Claiborne page 2 shows the Pinkins precinct value; added missing OCR cell from the source image.,codex,,,
add,Claiborne,2,pinkins,7,,130,,Visual review of Claiborne page 2 shows the Pinkins precinct value; added missing OCR cell from the source image.,codex,,,
add,Claiborne,2,pinkins,8,,273,,Visual review of Claiborne page 2 shows the Pinkins precinct value; added missing OCR cell from the source image.,codex,,,
add,Claiborne,2,pinkins,9,,273,,Visual review of Claiborne page 2 shows the Pinkins precinct value; added missing OCR cell from the source image.,codex,,,
add,Claiborne,2,pinkins,10,,22,,Visual review of Claiborne page 2 shows the Pinkins precinct value; added missing OCR cell from the source image.,codex,,,
add,Claiborne,2,pinkins,11,,329,,Visual review of Claiborne page 2 shows the Pinkins precinct value; added missing OCR cell from the source image.,codex,,,
add,Claiborne,3,pinkins,1,,328,,Visual review of Claiborne page 3 shows the Pinkins precinct value; added missing OCR cell from the source image.,codex,,,
add,Claiborne,2,wicker,1,,90,,Visual review of Claiborne page 2 shows the Wicker precinct value; added missing OCR cell from the source image.,codex,,,
add,Claiborne,2,wicker,2,,9,,Visual review of Claiborne page 2 shows the Wicker precinct value; added missing OCR cell from the source image.,codex,,,
add,Claiborne,2,wicker,3,,64,,Visual review of Claiborne page 2 shows the Wicker precinct value; added missing OCR cell from the source image.,codex,,,
add,Claiborne,2,wicker,4,,61,,Visual review of Claiborne page 2 shows the Wicker precinct value; added missing OCR cell from the source image.,codex,,,
add,Claiborne,2,wicker,5,,93,,Visual review of Claiborne page 2 shows the Wicker precinct value; added missing OCR cell from the source image.,codex,,,
add,Claiborne,2,wicker,6,,20,,Visual review of Claiborne page 2 shows the Wicker precinct value; added missing OCR cell from the source image.,codex,,,
add,Claiborne,2,wicker,7,,95,,Visual review of Claiborne page 2 shows the Wicker precinct value; added missing OCR cell from the source image.,codex,,,
add,Claiborne,2,wicker,8,,31,,Visual review of Claiborne page 2 shows the Wicker precinct value; added missing OCR cell from the source image.,codex,,,
add,Claiborne,2,wicker,9,,65,,Visual review of Claiborne page 2 shows the Wicker precinct value; added missing OCR cell from the source image.,codex,,,
add,Claiborne,2,wicker,10,,61,,Visual review of Claiborne page 2 shows the Wicker precinct value; added missing OCR cell from the source image.,codex,,,
add,Claiborne,2,wicker,11,,69,,Visual review of Claiborne page 2 shows the Wicker precinct value; added missing OCR cell from the source image.,codex,,,
update,Sharkey,2,harris,1,12,127,,Visual review of Sharkey page 2 shows the Harris cell should be 127; OCR captured 12.,codex,,,
update,Sharkey,2,harris,2,16,161,,Visual review of Sharkey page 2 shows the Harris cell should be 161; OCR captured 16.,codex,,,
update,Sharkey,2,harris,3,119,189,,Visual review of Sharkey page 2 shows the Harris cell should be 189; OCR captured 119.,codex,,,
update,Sharkey,2,harris,4,229,119,,Visual review of Sharkey page 2 shows the Harris cell should be 119; OCR captured 229.,codex,,,
update,Sharkey,2,harris,5,249,226,,Visual review of Sharkey page 2 shows the Harris cell should be 226; OCR captured 249.,codex,,,
update,Sharkey,2,harris,6,4,73,,Visual review of Sharkey page 2 shows the Harris cell should be 73; OCR captured 4.,codex,,,
update,Sharkey,2,harris,7,2,34,,Visual review of Sharkey page 2 shows the Harris cell should be 34; OCR captured 2.,codex,,,
update,Sharkey,2,harris,8,1201,246,,Visual review of Sharkey page 2 shows the Harris cell should be 246; OCR captured 1201.,codex,,,
add,Sharkey,2,harris,9,,2,,Visual review of Sharkey page 2 shows the Harris precinct value; added missing OCR cell from the source image.,codex,,,
add,Sharkey,2,harris,10,,24,,Visual review of Sharkey page 2 shows the Harris precinct value; added missing OCR cell from the source image.,codex,,,
update,Sharkey,2,trump,1,34,31,,Visual review of Sharkey page 2 shows the Trump cell should be 31; OCR captured 34.,codex,,,
update,Sharkey,2,trump,4,170,84,,Visual review of Sharkey page 2 shows the Trump cell should be 84; OCR captured 170.,codex,,,
update,Sharkey,2,trump,5,2,170,,Visual review of Sharkey page 2 shows the Trump cell should be 170; OCR captured 2.,codex,,,
update,Sharkey,2,trump,6,0,2,,Visual review of Sharkey page 2 shows the Trump cell should be 2; OCR captured 0.,codex,,,
update,Sharkey,2,trump,7,24,0,,Visual review of Sharkey page 2 shows the Trump cell should be 0; OCR captured 24.,codex,,,
update,Sharkey,2,trump,8,22,24,,Visual review of Sharkey page 2 shows the Trump cell should be 24; OCR captured 22.,codex,,,
update,Sharkey,2,trump,9,46,22,,Visual review of Sharkey page 2 shows the Trump cell should be 22; OCR captured 46.,codex,,,
update,Sharkey,2,trump,10,551,46,,Visual review of Sharkey page 2 shows the Trump cell should be 46; OCR captured 551.,codex,,,
add,Sharkey,2,pinkins,1,,128,,Visual review of Sharkey page 2 shows the Pinkins precinct value; added missing OCR cell from the source image.,codex,,,
add,Sharkey,2,pinkins,2,,166,,Visual review of Sharkey page 2 shows the Pinkins precinct value; added missing OCR cell from the source image.,codex,,,
add,Sharkey,2,pinkins,3,,194,,Visual review of Sharkey page 2 shows the Pinkins precinct value; added missing OCR cell from the source image.,codex,,,
add,Sharkey,2,pinkins,4,,117,,Visual review of Sharkey page 2 shows the Pinkins precinct value; added missing OCR cell from the source image.,codex,,,
add,Sharkey,2,pinkins,5,,229,,Visual review of Sharkey page 2 shows the Pinkins precinct value; added missing OCR cell from the source image.,codex,,,
add,Sharkey,2,pinkins,6,,76,,Visual review of Sharkey page 2 shows the Pinkins precinct value; added missing OCR cell from the source image.,codex,,,
add,Sharkey,2,pinkins,7,,33,,Visual review of Sharkey page 2 shows the Pinkins precinct value; added missing OCR cell from the source image.,codex,,,
add,Sharkey,2,pinkins,8,,255,,Visual review of Sharkey page 2 shows the Pinkins precinct value; added missing OCR cell from the source image.,codex,,,
add,Sharkey,2,pinkins,9,,3,,Visual review of Sharkey page 2 shows the Pinkins precinct value; added missing OCR cell from the source image.,codex,,,
add,Sharkey,2,pinkins,10,,28,,Visual review of Sharkey page 2 shows the Pinkins precinct value; added missing OCR cell from the source image.,codex,,,
add,Sharkey,2,wicker,1,,33,,Visual review of Sharkey page 2 shows the Wicker precinct value; added missing OCR cell from the source image.,codex,,,
add,Sharkey,2,wicker,2,,104,,Visual review of Sharkey page 2 shows the Wicker precinct value; added missing OCR cell from the source image.,codex,,,
add,Sharkey,2,wicker,3,,70,,Visual review of Sharkey page 2 shows the Wicker precinct value; added missing OCR cell from the source image.,codex,,,
add,Sharkey,2,wicker,4,,88,,Visual review of Sharkey page 2 shows the Wicker precinct value; added missing OCR cell from the source image.,codex,,,
add,Sharkey,2,wicker,5,,167,,Visual review of Sharkey page 2 shows the Wicker precinct value; added missing OCR cell from the source image.,codex,,,
add,Sharkey,2,wicker,6,,1,,Visual review of Sharkey page 2 shows the Wicker precinct value; added missing OCR cell from the source image.,codex,,,
