Office,Parish,Ward,Precinct,"Kamala D. Harris, Tim Walz Democratic (DEM)","Jill Stein, Ajamu Baraka Green (GRN)","Chase Oliver, Mike ter Maat Libertarian (LBT)","Donald J. Trump, ""JD"" Vance Republican (REP)","Peter Sonski, Lauren Onak American Solidarity Party (OTH)","Randall Terry, Stephen Broden Constitution Party (OTH)","Mattie Preston, Shannel Conner Godliness, Truth, Justice (OTH)","Cornel West, Melina Abdullah Justice For All (OTH)","Claudia de la Cruz, Karina Garcia Socialism and Liberation (OTH)","Rachele Fruit, Dennis Richter Socialist Workers Party (OTH)","Robert F. Kennedy, Jr., Nicole Shanahan We The People (OTH)"
"Presidential Electors","Bossier","02","15","150","1","1","70","0","0","1","2","0","0","1"
"Presidential Electors","Bossier","02","16","212","3","2","147","0","0","0","0","0","0","0"
"Presidential Electors","Bossier","02","17A","71","0","1","57","0","0","0","0","0","0","1"
"Presidential Electors","Bossier","02","17B","142","0","1","82","0","0","0","0","0","0","0"
"Presidential Electors","Bossier","02","18B","52","2","1","302","0","0","0","0","0","0","0"
"Presidential Electors","Bossier","02","18C -1","65","3","1","195","1","0","0","1","0","0","0"
"Presidential Electors","Bossier","02","18C -2","81","2","0","224","0","1","0","0","0","0","2"
"Presidential Electors","Bossier","02","18D","28","0","1","168","0","2","0","1","0","1","0"
"Presidential Electors","Bossier","02","18F","27","0","2","242","0","1","0","0","0","0","1"
"Presidential Electors","Bossier","02","18G","133","3","2","310","1","0","2","0","0","0","0"
"Presidential Electors","Bossier","02","18H","109","2","1","218","0","0","0","1","0","0","2"
"Presidential Electors","Bossier","02","18I","123","2","2","316","1","0","0","2","0","0","1"
"Presidential Electors","Bossier","02","19","194","2","1","62","0","0","0","0","0","0","1"
"Presidential Electors","Bossier","02","20","102","0","1","148","0","0","0","0","0","0","1"
"Presidential Electors","Bossier","02","21A","129","1","1","297","0","1","0","1","1","0","3"
"Presidential Electors","Bossier","02","21B","108","2","1","268","2","0","0","0","0","0","0"
"Presidential Electors","Bossier","02","21C -1","59","1","0","302","1","0","0","0","0","0","0"
"Presidential Electors","Bossier","02","21C -2","62","3","1","251","0","1","0","1","0","0","2"
"Presidential Electors","Bossier","02","21D -1","122","3","4","289","0","1","0","1","0","0","1"
"Presidential Electors","Bossier","02","21D -2","119","3","3","213","0","1","0","0","1","0","1"
"Presidential Electors","Bossier","02","21E","1","0","0","12","0","0","0","0","0","0","0"
"Presidential Electors","Bossier","02","22A -1","60","0","3","298","2","0","2","0","0","0","0"
"Presidential Electors","Bossier","02","22A -2","30","0","1","195","0","0","0","0","0","0","2"
"Presidential Electors","Bossier","02","22B","27","3","3","221","0","2","0","0","0","0","1"
"Presidential Electors","Bossier","02","22C","12","0","0","138","0","0","0","0","0","0","0"
"Presidential Electors","Bossier","02","23","52","0","1","36","0","0","0","0","0","0","0"
"Presidential Electors","Bossier","03","01","102","0","2","153","0","0","0","0","0","0","1"
"Presidential Electors","Bossier","03","02","63","0","0","200","0","0","0","0","0","0","2"
"Presidential Electors","Bossier","03","03","32","1","0","181","0","0","0","0","0","0","1"
"Presidential Electors","Bossier","03","04","159","1","2","193","1","2","0","1","0","0","1"
"Presidential Electors","Bossier","04","01A","72","1","0","366","0","0","1","1","0","0","1"
"Presidential Electors","Bossier","04","02","22","1","1","154","0","0","0","0","0","0","0"
"Presidential Electors","Bossier","04","02A","21","4","3","394","0","1","0","1","0","0","1"
"Presidential Electors","Bossier","04","03A","124","0","2","255","0","0","0","0","1","0","1"
"Presidential Electors","Bossier","04","03B","62","2","4","293","0","0","1","0","0","0","0"
"Presidential Electors","Bossier","04","03D","65","2","0","287","0","1","0","2","1","0","0"
"Presidential Electors","Bossier","04","04A -1","60","0","3","249","0","1","0","0","0","2","1"
"Presidential Electors","Bossier","04","04A -2","68","0","1","222","0","0","0","0","0","0","0"
"Presidential Electors","Bossier","04","04B -1","84","1","1","329","1","0","3","0","0","0","1"
"Presidential Electors","Bossier","04","04B -2","57","0","1","294","0","0","0","0","0","0","2"
"Presidential Electors","Bossier","04","05A","106","0","1","242","0","0","0","1","0","1","1"
"Presidential Electors","Bossier","04","06A -1","59","3","0","290","0","0","1","0","0","0","0"
"Presidential Electors","Bossier","04","06A -2","71","0","2","337","0","1","1","0","0","0","1"
"Presidential Electors","Bossier","04","06B","177","2","5","393","0","0","3","0","0","0","3"
"Presidential Electors","Bossier","04","07A","50","1","2","310","0","1","0","0","1","0","0"
"Presidential Electors","Bossier","04","07B","56","0","1","190","0","0","1","0","0","0","1"
"Presidential Electors","Bossier","04","08A","167","2","4","378","0","1","0","0","0","0","2"
"Presidential Electors","Bossier","04","08B -1","97","2","0","249","1","0","0","0","2","1","1"
"Presidential Electors","Bossier","04","08B -2","75","2","1","176","2","0","1","0","0","0","5"
"Presidential Electors","Bossier","04","08C","90","0","1","62","0","0","0","0","0","0","0"
"Presidential Electors","Bossier","04","08D","50","0","1","28","0","0","0","0","0","0","0"
"Presidential Electors","Bossier","04","08E","28","0","1","220","0","0","1","0","0","0","0"
"Presidential Electors","Bossier","04","08G","44","0","1","178","0","0","0","0","0","0","1"
"Presidential Electors","Bossier","04","09","84","1","1","455","0","0","0","0","0","0","3"
"Presidential Electors","Bossier","04","10 -1","88","2","2","224","0","0","0","0","0","0","2"
"Presidential Electors","Bossier","04","10 -2","74","1","1","186","1","0","0","1","0","0","0"
"Presidential Electors","Bossier","04","11A","64","1","2","339","2","0","0","1","0","0","2"
"Presidential Electors","Bossier","04","11B -1","78","0","0","218","0","1","0","0","0","0","2"
"Presidential Electors","Bossier","04","11B -2","81","2","3","210","0","0","0","0","0","0","1"
"Presidential Electors","Bossier","04","11C","73","3","1","177","1","0","0","2","1","0","4"
"Presidential Electors","Bossier","Early Voting","","6930","28","59","20167","11","20","29","18","4","2","49"
"Presidential Electors","Bossier","Provisional Votes","","3","0","1","13","0","0","0","1","0","0","0"
"Presidential Electors","Caddo","00","01-01","59","0","0","181","1","0","0","0","0","0","0"
"Presidential Electors","Caddo","00","01-02","36","0","1","246","0","0","0","1","0","0","1"
"Presidential Electors","Caddo","00","01-03","148","0","0","647","0","0","0","0","0","0","1"
"Presidential Electors","Caddo","00","01-04","247","2","2","324","0","0","0","0","0","0","0"
"Presidential Electors","Caddo","00","01-05","25","0","1","114","0","0","0","0","0","0","0"
"Presidential Electors","Caddo","00","01-06","31","0","0","81","0","0","0","0","0","0","0"
"Presidential Electors","Caddo","00","01-07","108","1","2","474","1","0","0","0","0","1","1"
"Presidential Electors","Caddo","00","01-08","86","0","1","251","0","0","1","0","0","0","0"
"Presidential Electors","Caddo","00","01-09","113","1","3","763","1","2","2","0","1","0","3"
"Presidential Electors","Caddo","00","01-10","96","2","2","627","0","1","0","1","0","0","2"
"Presidential Electors","Caddo","00","01-11","44","1","1","290","0","0","0","1","0","0","0"
"Presidential Electors","Caddo","00","01-12","161","1","2","796","0","1","1","1","1","0","5"
"Presidential Electors","Caddo","00","01-13","46","1","2","247","3","0","1","0","0","0","2"
"Presidential Electors","Caddo","00","01-14","96","1","0","400","1","0","0","0","0","0","1"
"Presidential Electors","Caddo","00","02-01","224","1","0","389","0","1","1","0","0","0","2"
"Presidential Electors","Caddo","00","02-02","14","0","0","143","0","0","0","0","0","0","0"
"Presidential Electors","Caddo","00","02-03","329","1","0","195","0","0","1","5","0","0","2"
"Presidential Electors","Caddo","00","02-04","72","0","1","265","0","0","3","0","0","0","1"
"Presidential Electors","Caddo","00","02-05","452","2","0","64","2","0","1","2","0","0","1"
"Presidential Electors","Caddo","00","02-06","301","1","0","12","1","0","0","0","0","0","0"
"Presidential Electors","Caddo","00","02-07","175","1","0","401","0","0","1","1","0","0","1"
"Presidential Electors","Caddo","00","02-08","524","1","1","21","0","0","1","2","0","0","0"
"Presidential Electors","Caddo","00","02-09","198","1","3","7","0","0","0","1","0","0","0"
"Presidential Electors","Caddo","00","02-10","344","2","2","44","0","0","3","1","0","1","3"
"Presidential Electors","Caddo","00","02-11","352","1","1","18","1","0","0","3","0","0","0"
"Presidential Electors","Caddo","00","02-12","167","0","0","5","0","0","0","1","0","0","1"
"Presidential Electors","Caddo","00","03-01","267","3","3","196","1","0","1","1","1","0","1"
"Presidential Electors","Caddo","00","03-02","615","2","1","57","0","1","1","1","1","0","2"
"Presidential Electors","Caddo","00","03-03","59","0","0","5","0","0","0","0","0","0","0"
"Presidential Electors","Caddo","00","03-04","149","4","1","11","0","0","0","0","0","0","0"
"Presidential Electors","Caddo","00","03-05","204","0","0","12","0","1","0","1","0","0","1"
"Presidential Electors","Caddo","00","03-06","146","0","0","13","0","1","1","1","0","0","0"
"Presidential Electors","Caddo","00","03-07","397","2","4","80","1","0","2","1","1","1","3"
"Presidential Electors","Caddo","00","03-08","251","7","5","224","2","1","0","2","2","0","2"
"Presidential Electors","Caddo","00","03-09","462","1","4","222","0","0","3","1","3","0","6"
"Presidential Electors","Caddo","00","04-01","240","2","3","147","1","0","1","0","0","0","0"
"Presidential Electors","Caddo","00","04-02","187","1","2","118","0","0","1","0","0","0","1"
"Presidential Electors","Caddo","00","04-03","172","2","4","192","1","0","0","2","1","0","2"
"Presidential Electors","Caddo","00","04-04","346","6","6","390","3","0","1","2","2","1","5"
"Presidential Electors","Caddo","00","04-05","215","7","5","414","1","0","1","2","2","0","3"
"Presidential Electors","Caddo","00","04-06","89","3","4","203","2","1","0","1","0","0","1"
"Presidential Electors","Caddo","00","04-07","300","2","6","284","0","1","1","3","0","0","1"
"Presidential Electors","Caddo","00","04-08","142","3","4","201","2","1","1","1","2","0","3"
"Presidential Electors","Caddo","00","04-09","152","1","3","297","0","4","1","0","0","0","7"
"Presidential Electors","Caddo","00","04-10","280","4","6","545","1","0","3","1","1","1","3"
"Presidential Electors","Caddo","00","05-01","240","1","2","22","3","0","3","0","0","0","2"
"Presidential Electors","Caddo","00","05-02","442","3","0","25","0","0","0","6","1","0","1"
"Presidential Electors","Caddo","00","05-03","193","2","1","14","0","0","0","1","0","0","2"
"Presidential Electors","Caddo","00","05-04","208","0","0","31","1","0","2","1","1","0","1"
"Presidential Electors","Caddo","00","05-05","453","2","1","49","0","0","1","0","0","0","1"
"Presidential Electors","Caddo","00","05-06","266","2","0","25","0","0","1","1","0","0","1"
"Presidential Electors","Caddo","00","05-07","252","2","0","12","0","0","0","0","1","0","1"
"Presidential Electors","Caddo","00","05-08","381","0","4","24","0","0","0","0","2","0","4"
"Presidential Electors","Caddo","00","05-09","298","1","1","22","0","0","1","1","0","0","0"
"Presidential Electors","Caddo","00","05-10","120","0","2","129","0","2","1","0","0","0","3"
"Presidential Electors","Caddo","00","05-11","381","1","0","29","0","0","0","1","0","0","0"
"Presidential Electors","Caddo","00","06-01","168","2","9","172","2","0","0","3","0","0","1"
"Presidential Electors","Caddo","00","06-02","308","0","1","10","0","0","2","1","2","0","0"
"Presidential Electors","Caddo","00","06-03","240","1","0","19","0","0","1","0","0","0","0"
"Presidential Electors","Caddo","00","06-04","357","2","1","23","0","0","1","0","3","1","1"
"Presidential Electors","Caddo","00","06-05","215","1","0","26","0","2","0","0","0","0","0"
"Presidential Electors","Caddo","00","06-06","291","3","1","120","1","0","2","0","0","1","2"
"Presidential Electors","Caddo","00","06-07","407","1","0","52","0","0","3","1","0","0","1"
"Presidential Electors","Caddo","00","06-08","506","3","1","141","0","0","3","2","0","0","5"
"Presidential Electors","Caddo","00","06-09","429","0","2","189","0","1","1","1","0","1","3"
"Presidential Electors","Caddo","00","06-10","162","1","1","61","0","1","0","0","0","0","0"
"Presidential Electors","Caddo","00","07-01","103","0","1","101","0","0","0","0","0","0","1"
"Presidential Electors","Caddo","00","07-02","233","2","0","183","0","0","0","1","0","0","0"
"Presidential Electors","Caddo","00","07-03","321","1","0","69","0","0","2","1","1","0","1"
"Presidential Electors","Caddo","00","07-04","305","0","2","13","0","2","0","0","0","0","1"
"Presidential Electors","Caddo","00","07-05","251","1","0","5","2","0","1","2","0","0","1"
"Presidential Electors","Caddo","00","07-06","452","1","0","24","0","0","0","1","1","0","0"
"Presidential Electors","Caddo","00","07-07","269","0","0","13","0","0","1","2","1","0","0"
"Presidential Electors","Caddo","00","07-08","570","1","1","55","0","0","1","1","0","0","1"
"Presidential Electors","Caddo","00","07-09","511","0","0","51","0","0","2","0","1","0","1"
"Presidential Electors","Caddo","00","07-10","393","2","0","114","0","0","0","2","0","0","0"
"Presidential Electors","Caddo","00","08-01","117","1","3","224","2","0","0","0","0","0","4"
"Presidential Electors","Caddo","00","08-02","138","2","4","358","0","0","3","0","0","0","2"
"Presidential Electors","Caddo","00","08-03","216","1","5","395","3","2","2","1","3","0","0"
"Presidential Electors","Caddo","00","08-04","242","0","5","327","1","1","1","1","0","0","3"
"Presidential Electors","Caddo","00","08-05","166","0","2","334","0","2","1","0","0","0","2"
"Presidential Electors","Caddo","00","08-06","170","3","2","181","0","0","1","0","0","0","3"
"Presidential Electors","Caddo","00","08-07","193","3","2","360","0","0","0","0","2","0","2"
"Presidential Electors","Caddo","00","08-08","196","8","3","251","0","1","0","0","0","0","2"
"Presidential Electors","Caddo","00","08-09","152","4","1","232","1","0","1","1","0","0","1"
"Presidential Electors","Caddo","00","09-01","194","12","1","349","0","1","1","0","0","0","2"
"Presidential Electors","Caddo","00","09-02","104","1","3","219","1","0","0","4","0","0","2"
"Presidential Electors","Caddo","00","09-03","51","1","1","169","2","0","0","0","0","0","3"
"Presidential Electors","Caddo","00","09-04","65","0","1","136","0","0","0","0","0","0","2"
"Presidential Electors","Caddo","00","09-05","64","2","1","254","0","1","1","0","0","1","2"
"Presidential Electors","Caddo","00","09-06","171","4","0","200","0","0","1","1","0","0","0"
"Presidential Electors","Caddo","00","09-07","108","4","4","507","1","0","2","0","0","0","7"
"Presidential Electors","Caddo","00","09-08","107","9","6","434","1","0","3","3","0","0","3"
"Presidential Electors","Caddo","00","09-09","122","1","3","405","0","1","1","2","0","0","3"
"Presidential Electors","Caddo","00","09-10","19","0","1","118","0","0","0","0","0","1","0"
"Presidential Electors","Caddo","00","09-11","135","0","6","446","1","0","2","0","0","0","3"
"Presidential Electors","Caddo","00","09-12","162","3","4","413","0","2","3","0","0","0","6"
