,,Donald J. Trump and Michael R. Pence,Hillary Rodham Clinton and Timothy Michael Kaine,Gary Johnson and Bill Weld,Evan McMullin and Nathan Johnson,Jill Stein and Ajamu Baraka,Darrell Castle and Scott Bradley,Peter Skewes and Michael Lacy,Total Votes Cast,Overvotes/Undervotes,Total Ballots Cast
,,Republican,Democratic,Libertarian,Independence,Green,Constitution,American,,,
Precinct,Gadsden,38,559,1,6,1,2,0,607,5,612
Precinct,Garners,155,240,4,2,3,3,2,409,6,415
Precinct,Greenview,7,734,3,2,6,1,2,755,7,762
Precinct,Gregg Park,331,491,19,14,10,0,2,867,12,879
Precinct,Hampton,238,494,42,15,22,3,2,816,8,824
Precinct,Harbison 01,294,619,49,16,13,6,2,999,3,1002
Precinct,Harbison 02,226,353,19,9,18,1,0,626,5,631
Precinct,Hopkins 01,55,465,7,2,0,1,1,531,4,535
Precinct,Hopkins 02,79,465,5,5,5,4,0,563,10,573
Precinct,Horrell Hill,431,516,19,8,9,2,0,985,5,990
Precinct,Hunting Creek,129,97,4,1,0,0,0,231,1,232
Precinct,Keels 01,81,560,11,3,4,1,1,661,5,666
Precinct,Keels 02,52,478,12,1,5,0,0,548,1,549
Precinct,Keenan,214,510,24,16,8,2,1,775,10,785
Precinct,Kelly Mill,398,470,23,8,3,2,0,904,9,913
Precinct,Killian,307,586,22,16,10,1,2,944,5,949
Precinct,Kingswood,158,1082,9,14,15,1,2,1281,7,1288
Precinct,Lake Carolina,602,660,33,30,9,1,4,1339,7,1346
Precinct,Lincolnshire,20,902,3,3,8,1,2,939,14,953
Precinct,Longcreek,1053,776,59,41,12,5,5,1951,28,1979
Precinct,Longleaf,101,692,8,5,7,0,0,813,6,819
Precinct,Lykesland,245,526,18,8,9,0,4,810,8,818
Precinct,Mallet Hill,327,732,23,14,7,2,3,1108,12,1120
Precinct,Mcentire,157,193,10,2,3,1,0,366,1,367
Precinct,Meadowfield,403,342,31,16,3,5,4,804,7,811
Precinct,Meadowlake,17,794,3,4,5,5,0,828,5,833
Precinct,Midway,163,841,24,12,17,0,0,1057,6,1063
Precinct,Mill Creek,120,400,11,6,5,2,0,544,4,548
Precinct,Monticello,330,490,10,10,2,3,1,846,10,856
Precinct,North Forest Acres,269,336,25,14,11,8,1,664,8,672
Precinct,North Springs 01,220,315,20,7,4,1,0,567,5,572
Precinct,North Springs 02,448,635,44,22,10,4,2,1165,12,1177
Precinct,North Springs 03,186,713,20,8,15,0,1,943,8,951
Precinct,Oak Pointe 01,355,295,31,13,8,3,0,705,7,712
Precinct,Oak Pointe 02,230,145,14,9,5,2,0,405,2,407
Precinct,Oak Pointe 03,253,268,24,16,5,6,2,574,2,576
Precinct,Oakwood,233,213,23,16,2,7,2,496,5,501
Precinct,Old Friarsgate,296,324,19,11,7,2,1,660,6,666
Precinct,Olympia,226,547,39,8,16,7,1,844,7,851
Precinct,Parkridge 01,181,203,15,12,7,3,0,421,3,424
Precinct,Parkridge 02,156,245,18,5,5,1,1,431,3,434
Precinct,Parkway 01,197,840,19,13,12,5,3,1089,4,1093
Precinct,Parkway 02,262,675,22,17,10,5,0,991,9,1000
Precinct,Parkway 03,84,667,10,8,8,4,0,781,3,784
Precinct,Pennington 01,457,139,21,12,3,0,1,633,16,649
Precinct,Pennington 02,320,293,35,23,10,2,0,683,9,692
Precinct,Pine Grove,78,623,7,1,7,1,2,719,7,726
Precinct,Pine Lakes 01,37,385,10,1,6,2,2,443,1,444
Precinct,Pine Lakes 02,54,496,7,3,7,1,1,569,4,573
Precinct,Pinewood,107,568,14,8,11,4,1,713,5,718
Precinct,Polo Road,267,698,19,12,16,2,0,1014,1,1015
Precinct,Pontiac 01,446,543,20,6,7,1,2,1025,10,1035
Precinct,Pontiac 02,329,275,26,13,4,5,1,653,4,657
Precinct,Provisional,32,72,2,0,2,0,0,108,2,110
Precinct,Provisional 2,18,23,0,2,0,0,0,43,0,43
Precinct,Rice Creek 01,126,589,13,7,6,4,0,745,3,748
Precinct,Rice Creek 02,247,782,19,13,20,2,0,1083,2,1085
Precinct,Ridge View 01,227,642,16,18,11,0,1,915,7,922
Precinct,Ridge View 02,287,810,33,13,13,5,2,1163,7,1170
Precinct,Ridgewood,10,311,2,1,3,1,1,329,4,333
Precinct,River Springs 01,382,161,27,20,9,1,0,600,4,604
Precinct,River Springs 02,360,353,22,10,3,3,1,752,8,760
Precinct,River Springs 03,375,258,23,8,5,2,1,672,5,677
Precinct,Riverside,110,382,24,9,10,3,2,540,5,545
Precinct,Riverwalk,455,733,38,16,15,4,1,1262,9,1271
Precinct,Round Top,121,238,4,2,6,1,0,372,4,376
Precinct,Sandlapper,242,884,25,13,4,6,0,1174,7,1181
Precinct,Satchelford,425,270,32,18,7,0,2,754,11,765
Precinct,Skyland,139,341,28,9,12,1,1,531,2,533
Precinct,South Beltline,148,399,17,6,10,1,2,583,2,585
Precinct,South Forest Acres,414,321,32,13,5,0,0,785,21,806
Precinct,Spring Hill,876,194,28,20,3,2,0,1123,4,1127
Precinct,Spring Valley,457,604,26,25,17,3,1,1133,16,1149
Precinct,Spring Valley West,234,832,28,14,15,3,1,1127,11,1138
Precinct,Springville 01,706,210,35,24,4,5,1,985,9,994
Precinct,Springville 02,628,147,43,27,5,1,2,853,9,862
Precinct,St. Andrews,132,410,14,7,1,1,2,567,6,573
Precinct,Trenholm Road,313,220,16,9,6,1,2,567,9,576
Precinct,Trinity,194,348,6,6,4,0,0,558,2,560
Precinct,Valhalla,476,529,35,23,5,7,1,1076,5,1081
Precinct,Valley State Park,171,989,16,8,10,6,0,1200,8,1208
Precinct,Walden,57,364,14,2,4,1,1,443,6,449
Precinct,Ward 01,153,317,33,10,6,2,0,521,6,527
Precinct,Ward 02,57,254,3,5,3,0,0,322,1,323
Precinct,Ward 03,202,518,39,30,7,3,3,802,15,817
Precinct,Ward 04,176,458,43,21,13,0,2,713,14,727
Precinct,Ward 05,172,246,30,5,8,0,0,461,6,467
Precinct,Ward 06,263,375,30,25,8,2,0,703,4,707
Precinct,Ward 07,5,459,3,3,2,0,0,472,5,477
Precinct,Ward 08,7,395,1,1,6,1,0,411,7,418
Precinct,Ward 09,14,395,7,1,5,0,0,422,3,425
Precinct,Ward 10,232,445,29,21,10,1,1,739,7,746
Precinct,Ward 11,154,411,30,13,16,2,1,627,6,633
Precinct,Ward 12,233,461,34,22,10,2,4,766,5,771
Precinct,Ward 13,322,672,50,23,13,5,1,1086,5,1091
Precinct,Ward 14,286,509,40,21,10,1,3,870,11,881
Precinct,Ward 15,243,285,35,22,7,1,0,593,3,596
Precinct,Ward 16,376,297,25,13,5,0,1,717,12,729
Precinct,Ward 17,392,383,30,22,6,3,6,842,18,860
Precinct,Ward 18,75,501,9,3,8,1,0,597,6,603
Precinct,Ward 19,7,543,2,2,2,3,0,559,7,566
Precinct,Ward 20,142,683,17,31,17,0,0,890,6,896
Precinct,Ward 21,20,678,7,0,5,2,2,714,3,717
Precinct,Ward 22,24,667,7,3,4,3,1,709,5,714
Precinct,Ward 23,158,338,15,15,13,4,0,543,3,546
Precinct,Ward 24,296,218,27,16,8,2,1,568,14,582
Precinct,Ward 25,565,279,40,22,5,3,1,915,19,934
Precinct,Ward 26,213,427,38,12,13,1,0,704,6,710
Precinct,Ward 29,31,547,7,5,7,6,1,604,5,609
Precinct,Ward 30,123,271,27,9,3,2,0,435,0,435
Precinct,Ward 31,11,393,4,4,2,0,0,414,3,417
Precinct,Ward 32,6,409,1,0,2,3,2,423,1,424
Precinct,Ward 33,80,350,20,8,9,4,0,471,7,478
Precinct,Ward 34,208,306,22,8,8,0,3,555,8,563
Precinct,Webber,153,339,10,10,6,2,0,520,2,522
Precinct,Westminster,117,577,16,13,7,5,2,737,5,742
Precinct,Whitewell,79,671,13,8,13,1,0,785,4,789
Precinct,Wildewood,532,504,38,23,15,4,1,1117,23,1140
Precinct,Woodfield,266,770,19,10,11,1,1,1078,13,1091
Precinct,Woodlands,625,434,51,37,6,0,3,1156,11,1167
County,Saluda,5526,2813,105,48,42,18,12,8564,100,8664
Precinct,Absentee,708,502,20,9,4,3,1,1247,21,1268
Precinct,Centennial,229,57,7,1,3,2,1,300,5,305
Precinct,Clyde,148,18,1,5,1,1,0,174,2,176
Precinct,Delmar,218,31,1,1,3,2,0,256,3,259
Precinct,Emergency,1,4,0,0,0,0,0,5,0,5
Precinct,Failsafe,26,19,1,0,0,0,0,46,1,47
Precinct,Failsafe Provisional,0,0,0,0,0,0,0,0,0,0
Precinct,Fruit Hill,155,259,4,1,2,1,0,422,1,423
Precinct,Higgins-Zoar,188,172,2,0,2,1,0,365,2,367
Precinct,Holly,512,67,10,4,3,0,1,597,5,602
Precinct,Hollywood,668,87,10,6,1,3,3,778,14,792
Precinct,Holstons,348,209,10,0,2,1,2,572,1,573
Precinct,Mayson,197,63,2,0,3,0,1,266,1,267
Precinct,Mt. Willing,116,32,2,0,0,0,0,150,1,151
Precinct,Pleasant Cross,72,61,0,0,0,0,0,133,2,135
Precinct,Pleasant Grove,380,57,4,6,3,1,0,451,4,455
Precinct,Provisional,0,0,0,0,0,0,0,0,0,0
Precinct,Richland,311,74,5,1,1,0,1,393,1,394
Precinct,Ridge Spring-Monetta,219,256,5,2,3,2,0,487,9,496
Precinct,Saluda No. 01,218,444,8,2,5,0,0,677,9,686
Precinct,Saluda No. 02,355,243,12,3,3,1,1,618,7,625
Precinct,Sardis,327,32,1,4,3,0,0,367,4,371
Precinct,Ward,130,126,0,3,0,0,1,260,7,267
County,Spartanburg,76277,39997,2443,1099,760,357,157,121090,1134,122224
Precinct,Abner Creek Baptist,647,128,11,8,10,1,1,806,7,813
Precinct,Absentee,8822,4292,173,72,42,26,13,13440,132,13572
Precinct,Absentee 2,5514,3140,125,53,29,17,12,8890,95,8985
Precinct,Absentee 3,1566,2757,45,23,20,11,3,4425,59,4484
Precinct,Absentee 4,718,402,21,4,7,4,2,1158,16,1174
Precinct,Anderson Mill Elementary,1096,704,60,31,16,14,2,1923,30,1953
Precinct,Arcadia Elementary,204,217,8,6,7,1,2,445,3,448
Precinct,Beaumont Methodist Church,163,135,8,3,0,1,0,310,9,319
Precinct,Beech Springs Intermediate,720,298,30,20,10,3,1,1082,9,1091
Precinct,Ben Avon Methodist,445,195,28,10,5,2,0,685,19,704
Precinct,Bethany Baptist,218,394,12,3,7,1,2,637,7,644
Precinct,Bethany Wesleyan,1112,343,24,18,8,6,0,1511,5,1516
Precinct,Boiling Springs 9th Grade,1235,500,59,22,17,3,6,1842,6,1848
Precinct,Boiling Springs Elementary,1111,428,41,13,8,5,0,1606,13,1619
Precinct,Boiling Springs High,484,141,12,14,4,4,0,659,10,669
Precinct,Boiling Springs Intermediate,874,428,27,13,3,6,4,1355,6,1361
Precinct,Boling Springs Jr. High,426,88,16,16,1,1,1,549,4,553
Precinct,C.C. Woodson Recreation,20,572,2,1,3,1,0,599,4,603
Precinct,Canaan,389,167,12,3,5,1,1,578,10,588
Precinct,Cannons Elementary,347,166,8,3,2,1,0,527,6,533
Precinct,Carlisle Fosters Grove,856,152,18,12,4,2,1,1045,4,1049
Precinct,Cavins-Hobbysville,468,86,4,2,1,1,2,564,4,568
Precinct,Cedar Grove Baptist,95,506,6,5,3,1,0,616,2,618
Precinct,Chapman Elementary,484,263,21,11,10,5,2,796,9,805
Precinct,Chapman High School,940,400,35,9,9,0,0,1393,13,1406
Precinct,Cherokee Springs Fire Station,583,159,18,8,6,1,1,776,13,789
Precinct,Chesnee Elementary,1046,341,26,15,6,8,4,1446,10,1456
Precinct,Cleveland Elementary School,74,486,4,2,2,2,1,571,3,574
Precinct,Clifdale Elementary,300,124,12,3,6,0,1,446,5,451
Precinct,Converse Fire Station,430,179,8,0,2,1,2,622,4,626
Precinct,Cooley Springs Baptist,931,252,19,10,13,2,2,1229,11,1240
Precinct,Cornerstone Baptist,248,459,23,9,12,1,0,752,10,762
Precinct,Cowpens Depot Museum,417,209,7,2,2,3,2,642,6,648
Precinct,Cowpens Fire Station,726,172,22,5,6,3,0,934,4,938
Precinct,Croft Baptist,270,328,11,5,3,1,2,620,8,628
Precinct,Cross Anchor Fire Station,357,94,6,5,0,1,0,463,3,466
Precinct,Cudd Memorial,304,317,22,5,3,1,1,653,7,660
Precinct,Daniel Morgan Technology Center,383,173,20,10,9,3,0,598,8,606
Precinct,Dayton Fire Station,274,254,12,6,1,2,1,550,5,555
Precinct,Duncan United Methodist,456,339,16,8,3,1,1,824,5,829
Precinct,E.P. Todd Elementary,516,483,17,6,8,4,2,1036,10,1046
Precinct,Eastside Baptist,416,290,22,3,4,1,0,736,7,743
Precinct,Ebenezer Baptist,11,355,2,2,5,0,0,375,3,378
Precinct,Emergency,43,16,0,0,0,0,0,59,2,61
Precinct,Emergency 2,19,20,0,0,0,0,0,39,0,39
Precinct,Emergency 3,1,2,0,0,0,0,0,3,0,3
Precinct,Emergency 4,1,0,0,0,0,0,0,1,0,1
Precinct,Enoree 1st Baptist,571,145,14,8,4,0,1,743,9,752
Precinct,Failsafe,35,37,0,0,0,1,0,73,0,73
Precinct,Failsafe 2,19,39,0,0,0,0,0,58,0,58
Precinct,Failsafe 3,10,59,0,1,0,1,0,71,1,72
Precinct,Failsafe 4,2,2,0,1,0,0,0,5,0,5
Precinct,Failsafe Provisional,112,70,7,3,1,1,0,194,1,195
Precinct,Fairforest Elementary,922,291,17,11,9,4,1,1255,8,1263
Precinct,Fairforest Middle School,758,459,29,16,15,6,1,1284,8,1292
Precinct,Friendship Baptist,1632,398,47,13,8,6,3,2107,11,2118
Precinct,Gable Middle School,1087,343,32,19,6,3,1,1491,16,1507
Precinct,Glendale Fire Station,634,125,23,4,3,2,1,792,12,804
Precinct,Gramling Methodist,760,101,18,8,4,2,0,893,3,896
Precinct,Greater St. James,823,291,21,9,13,8,0,1165,13,1178
Precinct,Hayne Baptist,269,330,10,6,9,0,4,628,3,631
Precinct,Hendrix Elementary,908,666,38,24,30,7,3,1676,14,1690
Precinct,Holly Springs Baptist,1378,198,43,12,9,5,0,1645,10,1655
Precinct,Holy Communion,297,539,16,6,8,8,2,876,5,881
Precinct,Jesse Bobo Elementary,189,598,18,9,6,3,0,823,9,832
Precinct,Jesse Boyd Elementary,287,345,16,16,9,0,2,675,6,681
Precinct,Lake Bowen Baptist,1682,281,43,18,7,6,2,2039,17,2056
Precinct,Landrum High School,1054,221,13,8,10,9,1,1316,15,1331
Precinct,Landrum United Methodist,1150,329,27,11,9,4,2,1532,16,1548
Precinct,Lyman Town Hall,1451,453,34,21,10,4,1,1974,15,1989
Precinct,Mayo Elementary,789,107,10,6,2,1,0,915,9,924
Precinct,Morningside Baptist,586,302,32,4,6,1,0,931,6,937
Precinct,Motlow Creek Baptist,540,87,10,9,5,1,0,652,6,658
Precinct,Mountain View Baptist,558,79,15,13,3,1,2,671,4,675
Precinct,Mt. Calvary Presbyterian,1279,167,20,17,4,12,2,1501,17,1518
Precinct,Mt. Moriah Baptist,70,460,8,0,5,0,0,543,5,548
Precinct,Mt. Zion Gospel Baptist,158,212,4,2,5,0,0,381,1,382
Precinct,Oakland Elementary,861,163,29,11,6,6,3,1079,9,1088
Precinct,Pacolet Elementary,860,327,8,10,6,4,3,1218,5,1223
Precinct,Park Hills Elementary School,125,613,13,4,5,3,1,764,4,768
Precinct,Pauline Glenn Springs Elementary,528,92,5,3,2,2,2,634,10,644
Precinct,Pelham Fire Station,696,321,47,25,13,1,1,1104,10,1114
Precinct,Poplar Springs Fire Station,932,321,24,12,7,5,2,1303,10,1313
Precinct,Powell Saxon Una,200,502,9,5,6,4,1,727,6,733
Precinct,Provisional,0,0,0,0,0,0,0,0,0,0
Precinct,Provisional 2,0,0,0,0,0,0,0,0,0,0
Precinct,Provisional 3,0,0,0,0,0,0,0,0,0,0
Precinct,Provisional 4,0,0,0,0,0,0,0,0,0,0
Precinct,R.D. Anderson Vocational,782,133,25,8,7,3,1,959,9,968
Precinct,Rebirth Missionary Baptist,1267,394,72,27,8,11,3,1782,15,1797
Precinct,Reidville Elementary,1250,362,46,16,9,8,2,1693,18,1711
Precinct,Reidville Fire Station,1158,431,49,17,11,6,2,1674,12,1686
Precinct,River Ridge Elementary,726,372,32,13,13,4,1,1161,7,1168
Precinct,Roebuck Bethlehem,355,290,12,6,5,2,2,672,8,680
Precinct,Roebuck Elementary,643,579,20,9,7,2,1,1261,9,1270
Precinct,Southside Baptist,77,392,10,7,5,0,1,492,2,494
Precinct,Spartanburg High School,558,458,40,21,12,4,0,1093,13,1106
Precinct,St. John's Lutheran,409,230,34,13,4,0,0,690,24,714
Precinct,Startex Fire Station,246,226,5,4,6,2,0,489,2,491
Precinct,Swofford Career Center,1219,235,31,9,12,5,1,1512,10,1522
Precinct,Travelers Rest Baptist,798,608,40,21,12,10,2,1491,16,1507
Precinct,Trinity Methodist Church,467,320,45,18,9,3,0,862,16,878
Precinct,Victor Mill Methodist,551,337,34,11,9,3,2,947,3,950
Precinct,Wellford Fire Station,645,451,22,11,10,3,5,1147,8,1155
Precinct,West View Elementary,1283,645,64,25,13,7,3,2040,26,2066
Precinct,White Stone Methodist,293,179,6,4,3,0,1,486,4,490
Precinct,Whitlock Junior High,482,218,17,4,8,3,1,733,3,736
Precinct,Woodland Heights Recreation Center,355,476,18,15,15,1,3,883,15,898
Precinct,Woodruff Elementary,725,375,23,4,11,3,5,1146,9,1155
Precinct,Woodruff Fire Station,581,112,18,6,1,2,1,721,2,723
Precinct,Woodruff Leisure Center,435,147,7,6,3,1,3,602,3,605
County,Sumter,18745,24047,644,301,202,83,64,44086,345,44431
Precinct,2nd Mill,596,127,20,12,9,1,3,768,4,772
Precinct,Absentee 1,4366,7370,136,52,36,23,11,11994,119,12113
Precinct,Absentee 2,767,1426,28,10,10,3,1,2245,14,2259
Precinct,Bates,7,294,0,1,2,0,0,304,2,306
Precinct,Birnie,18,393,1,2,5,1,2,422,4,426
Precinct,Burns-Downs,277,132,8,6,1,1,0,425,5,430
Precinct,Causeway Branch 01,396,195,15,18,5,0,0,629,2,631
Precinct,Causeway Branch 02,237,127,10,4,1,0,0,379,4,383
Precinct,Cherryvale,123,189,7,3,0,1,0,323,2,325
Precinct,Crosswell,127,448,4,2,1,1,0,583,6,589
Precinct,Dalzell 01,366,250,10,7,9,3,2,647,4,651
Precinct,Dalzell 02,255,212,13,1,0,3,1,485,2,487
Precinct,Delaine,122,503,11,3,3,4,3,649,1,650
Precinct,Ebenezer No. 01,280,314,13,7,5,0,3,622,2,624
Precinct,Ebenezer No. 02,325,298,12,7,4,3,2,651,4,655
Precinct,Emergency 1,19,34,2,0,0,0,0,55,1,56
Precinct,Emergency 2,0,0,0,0,0,0,0,0,0,0
Precinct,Failsafe 1,30,52,0,0,0,0,0,82,0,82
Precinct,Failsafe 2,4,4,0,0,0,0,0,8,0,8
Precinct,Failsafe Provisional,14,21,3,0,0,0,0,38,0,38
Precinct,Folsom Park,81,486,5,4,4,2,1,583,1,584
Precinct,Furman,571,142,12,5,6,3,2,741,6,747
Precinct,Green Swamp,396,333,20,14,2,1,1,767,5,772
Precinct,Green Swamp 02,324,76,8,7,2,0,1,418,5,423
Precinct,Hampton Park,190,121,16,1,7,2,2,339,6,345
Precinct,Hillcrest,191,213,10,4,3,2,1,424,4,428
Precinct,Horatio,40,197,2,0,1,0,0,240,0,240
Precinct,Lemira,81,453,9,3,3,1,0,550,4,554
Precinct,Loring,55,309,2,2,2,2,0,372,0,372
Precinct,Magnolia-harmony,39,230,1,0,0,0,0,270,4,274
Precinct,Manchester Forest,379,311,7,5,2,0,2,706,8,714
Precinct,Mayesville,62,265,1,3,0,0,0,331,5,336
Precinct,Mayewood,391,261,8,2,3,1,2,668,3,671
Precinct,Mccrays Mill 01,425,241,8,7,1,0,0,682,5,687
Precinct,Mccrays Mill 02,476,251,14,3,4,0,0,748,7,755
Precinct,Millwood,166,130,14,6,2,3,1,322,1,323
Precinct,Morris College,32,376,5,0,0,1,1,415,4,419
Precinct,Mulberry,110,279,9,0,2,1,0,401,1,402
Precinct,Oakland Plantation 01,301,224,11,6,5,0,1,548,5,553
Precinct,Oakland Plantation 02,277,163,10,0,4,0,0,454,3,457
Precinct,Oswego,355,185,3,3,3,1,2,552,9,561
Precinct,Palmetto Park,222,231,10,5,3,1,0,472,4,476
Precinct,Pinewood,419,404,6,8,1,0,0,838,8,846
Precinct,Pocotaligo 01,482,277,13,4,3,3,0,782,7,789
Precinct,Pocotaligo 02,263,278,9,1,1,0,2,554,4,558
Precinct,Privateer,585,194,13,7,6,2,2,809,7,816
Precinct,Provisional 1,0,0,0,0,0,0,0,0,0,0
Precinct,Provisional 2,0,0,0,0,0,0,0,0,0,0
Precinct,Rembert,130,696,5,2,2,2,2,839,5,844
Precinct,Salem,38,184,2,1,0,1,1,227,2,229
Precinct,Salterstown,244,159,9,4,3,2,0,421,4,425
Precinct,Savage-Glover,1,235,0,3,0,0,3,242,0,242
Precinct,Shaw,69,36,4,3,0,0,0,112,0,112
Precinct,South Liberty,40,148,1,1,3,0,0,193,1,194
Precinct,South Red Bay,24,377,4,1,1,0,0,407,3,410
Precinct,Spectrum,141,275,8,1,1,1,0,427,5,432
Precinct,St. John,274,394,5,6,2,1,2,684,7,691
Precinct,St. Paul,286,394,14,7,2,0,2,705,5,710
Precinct,Stone Hill,3,312,1,0,1,0,0,317,0,317
Precinct,Sumter High 01,182,101,3,8,4,1,0,299,2,301
Precinct,Sumter High 02,328,237,7,2,3,1,1,579,0,579
Precinct,Sunset,361,280,20,6,4,0,2,673,5,678
Precinct,Swan Lake,320,175,19,6,5,1,0,526,4,530
Precinct,Thomas Sumter,130,291,5,0,3,2,0,431,2,433
Precinct,Turkey Creek,281,271,2,2,1,0,2,559,2,561
Precinct,Wilder,32,343,0,0,2,0,0,377,0,377
Precinct,Wilson Hall,619,120,16,13,4,1,0,773,6,779
County,Union,7061,4729,137,63,48,33,21,12092,125,12217
Precinct,Absentee 1,867,522,19,5,1,2,4,1420,25,1445
Precinct,Absentee 2,287,303,4,0,3,1,0,598,6,604
Precinct,Adamsburg,338,69,6,3,1,0,1,418,3,421
Precinct,Black Rock,97,145,2,1,0,1,1,247,0,247
Precinct,Bonham,331,165,9,4,1,1,0,511,4,515
Precinct,Buffalo Box 01,382,111,4,6,5,2,1,511,3,514
Precinct,Carlisle,31,270,2,0,2,1,0,306,3,309
Precinct,Cross Keys,347,152,3,2,1,1,0,506,8,514
Precinct,East Buffalo,51,120,1,1,3,1,0,177,1,178
Precinct,Emergency 1,0,0,0,0,0,0,0,0,0,0
Precinct,Emergency 2,0,0,0,0,0,0,0,0,0,0
Precinct,Excelsior,445,294,7,7,1,0,0,754,6,760
Precinct,Failsafe 1,57,53,0,0,1,1,0,112,0,112
Precinct,Failsafe 2,16,36,0,0,0,0,1,53,0,53
Precinct,Failsafe Provisional,0,0,0,0,0,0,0,0,0,0
Precinct,Jonesville Box 01,471,143,4,3,3,3,0,627,5,632
Precinct,Jonesville Box 02,417,225,6,4,1,3,1,657,5,662
Precinct,Kelton,380,190,3,7,4,0,1,585,11,596
Precinct,Lockhart,320,73,8,2,2,3,0,408,6,414
Precinct,Monarch Box 01,469,132,18,4,5,5,0,633,6,639
Precinct,Monarch Box 02,129,60,0,0,1,0,0,190,7,197
Precinct,Provisional 1,0,1,0,0,0,0,0,1,0,1
Precinct,Provisional 2,3,1,0,0,0,0,0,4,0,4
Precinct,Putman,366,63,7,2,0,0,0,438,2,440
Precinct,Santuck,179,275,3,1,2,2,3,465,4,469
Precinct,Union Ward 01 Box 01,191,146,3,2,1,0,0,343,1,344
Precinct,Union Ward 01 Box 02,195,357,12,2,4,2,2,574,6,580
Precinct,Union Ward 02,157,302,3,1,1,1,1,466,1,467
Precinct,Union Ward 03,96,229,5,4,4,0,2,340,4,344
Precinct,Union Ward 04 Box 01,250,124,4,2,0,0,1,381,4,385
Precinct,Union Ward 04 Box 02,41,106,1,0,1,1,1,151,3,154
Precinct,West Springs,148,62,3,0,0,2,1,216,1,217
County,Williamsburg,4864,9953,84,52,50,31,20,15054,127,15181
Precinct,Absentee,620,2502,21,5,11,9,3,3171,22,3193
Precinct,Black River,82,97,1,1,0,0,0,181,1,182
Precinct,Bloomingvale,162,340,3,5,5,0,0,515,5,520
Precinct,Cades,107,151,1,0,1,0,0,260,4,264
Precinct,Cedar Swamp,91,81,1,2,1,3,0,179,3,182
Precinct,Central,177,308,1,2,4,1,1,494,5,499
Precinct,Earles,273,78,2,2,1,1,0,357,3,360
Precinct,Emergency,9,54,0,0,0,0,0,63,0,63
Precinct,Failsafe,0,1,0,0,0,0,0,1,0,1
Precinct,Failsafe Provisional,1,4,0,0,0,0,0,5,0,5
Precinct,Greeleyville,147,546,2,1,3,0,3,702,7,709
Precinct,Harmony,145,54,0,0,1,1,0,201,4,205
Precinct,Hebron,266,41,5,0,0,0,1,313,2,315
Precinct,Hemingway,309,505,4,1,3,0,0,822,6,828
Precinct,Henry-Poplar Hill,183,157,0,1,2,2,0,345,0,345
Precinct,Indiantown,122,599,1,5,0,1,0,728,9,737
Precinct,Kingstree No. 01,725,641,16,8,3,0,2,1395,9,1404
Precinct,Kingstree No. 02,11,327,3,1,3,1,0,346,4,350
Precinct,Kingstree No. 03,62,780,1,2,2,2,0,849,6,855
Precinct,Kingstree No. 04,116,432,5,0,2,3,2,560,5,565
Precinct,Lane,45,434,0,1,0,0,2,482,1,483
Precinct,Morrisville,6,132,0,0,0,0,1,139,1,140
Precinct,Mount Vernon,84,145,1,2,1,2,0,235,2,237
Precinct,Muddy Creek,338,145,3,2,2,3,3,496,3,499
Precinct,Nesmith,41,286,3,1,2,1,0,334,6,340
Precinct,Pergamos,84,52,1,1,0,0,0,138,3,141
Precinct,Piney Forest,228,7,1,2,0,0,1,239,2,241
Precinct,Provisional,0,0,0,0,0,0,0,0,0,0
Precinct,Salters,83,476,4,6,1,0,1,571,7,578
Precinct,Sandy Bay,162,53,0,0,1,0,0,216,2,218
Precinct,Singletary,28,113,2,0,0,1,0,144,0,144
Precinct,Suttons,104,50,1,0,1,0,0,156,1,157
Precinct,Trio,53,362,1,1,0,0,0,417,4,421
County,York,66754,41593,3504,1339,687,299,181,114357,912,115269
Precinct,Absentee 1,6044,3428,204,68,35,23,13,9815,81,9896
Precinct,Absentee 2,4366,4421,171,73,26,14,12,9083,90,9173
Precinct,Absentee 3,3815,3265,156,62,28,6,12,7344,73,7417
Precinct,Absentee 4,890,506,39,8,4,2,3,1452,12,1464
Precinct,Adnah,322,115,16,3,2,2,1,461,3,464
Precinct,Airport,520,286,16,16,5,2,2,847,14,861
Precinct,Allison Creek,1048,360,58,14,7,6,1,1494,11,1505
Precinct,Anderson Road,669,800,56,26,15,1,1,1568,12,1580
Precinct,Baxter,385,257,46,10,6,1,0,705,8,713
Precinct,Bethany,910,142,26,9,7,1,5,1100,9,1109
Precinct,Bethel,526,245,46,14,9,2,4,846,9,855
Precinct,Bethel School,874,272,33,18,8,3,1,1209,7,1216
Precinct,Bowling Green,618,134,21,6,5,1,3,788,3,791
Precinct,Bullocks Creek,200,40,5,1,0,1,0,247,1,248
Precinct,Cannon Mill,432,179,19,11,0,2,2,645,9,654
Precinct,Carolina,424,190,16,8,1,3,0,642,4,646
Precinct,Catawba,915,299,24,11,5,4,1,1259,4,1263
Precinct,Clover,560,165,17,2,10,2,1,757,6,763
Precinct,Cotton Belt,676,151,22,6,6,2,1,864,6,870
Precinct,Delphia,708,173,20,5,1,5,4,916,2,918
Precinct,Dobys Bridge,849,356,59,20,11,4,2,1301,9,1310
Precinct,Ebenezer,452,166,23,17,1,2,0,661,5,666
Precinct,Ebinport,766,517,54,28,14,3,3,1385,10,1395
Precinct,Edgewood,125,835,10,10,3,5,1,989,5,994
